(485 , 373)
(576 , 504)
(605 , 544)
(633 , 521)
(646 , 503)
(652 , 490)
(645 , 478)
(651 , 467)
(646 , 452)
(633 , 440)
(636 , 403)
(627 , 382)
(632 , 379)
(625 , 375)
(608 , 395)
(585 , 387)
(589 , 383)
(575 , 359)
(572 , 353)
(556 , 344)
(551 , 350)
(543 , 335)
(514 , 333)
(514 , 349)
(501 , 354)
(501 , 363)
(492 , 362)
(484 , 371)
